scientific_name,common_name,class,order,family,phylum,national_rank,top5,top10,protective_context_count,protective_chemical_count,warning_context_count,warning_chemical_count,broad_life_stage_category_count,eligible_state_count,state_occurrence_available,evidence_support,evidence_support_label,official_or_common_method_species,testing_priority,rank_scope,note
Simocephalus sp.,,Branchiopoda,Diplostraca,Daphniidae,Arthropoda,121,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0054254483300914,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Simocephalus exspinosus,,Branchiopoda,Diplostraca,Daphniidae,Arthropoda,122,False,False,3,2,0,0,1,5,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0049839890607861,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Dugesia lugubris,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,123,False,False,19,15,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0027884526915661,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Macrobrachium carcinus,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,124,False,False,2,2,2,2,1,2,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0061645408306148,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Palaemonetes argentinus,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,125,False,False,7,3,3,2,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.003881281717086,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Echinogammarus meridionalis,,Malacostraca,Amphipoda,Gammaridae,Arthropoda,126,False,False,3,3,3,3,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.005472408086572,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hyla chrysoscelis,,Amphibia,Anura,Hylidae,Chordata,127,False,False,23,8,2,2,2,31,True,moderate_20_49,Moderate (20-49 protective contexts),False,0.0155726011773184,extended_greedy_order,
Macrobrachium lar,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,128,False,False,9,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0038571764017722,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Macrobrachium lanchesteri,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,129,False,False,15,7,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.005450255615344,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Palaemonetes africanus,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,130,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0054506755769384,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Macrobrachium ferreirai,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,131,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0038407609565073,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Macrobrachium naso,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,132,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.005376009301476,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Macrobrachium sp.,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,133,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0053630720551976,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Caridina rajadhari,,Malacostraca,Decapoda,Atyidae,Arthropoda,134,False,False,6,6,1,1,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0037965545461183,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Echinogammarus berilloni,,Malacostraca,Amphipoda,Gammaridae,Arthropoda,135,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0053590529582223,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Margaritifera margaritifera,,Bivalvia,Unionoida,Margaritiferidae,Mollusca,136,False,False,12,5,1,1,1,9,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0082633860170027,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Oryzias latipes,,Actinopterygii,Beloniformes,Adrianichthyidae,Chordata,137,False,False,380,170,60,46,5,0,False,strong_50_plus,Strong (50+ protective contexts),False,0.0010781124440679,extended_greedy_order,
Palaemonetes vulgaris,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,138,False,False,2,1,0,0,1,8,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0056092973137047,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Aedes sticticus,,Insecta,Diptera,Culicidae,Arthropoda,139,False,False,15,13,0,0,1,21,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0084978366618938,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Planorbella trivolvis,,Gastropoda,Basommatophora,Planorbidae,Mollusca,140,False,False,39,22,4,4,3,44,True,moderate_20_49,Moderate (20-49 protective contexts),False,0.009650922329757,extended_greedy_order,
Simocephalus mixtus,,Branchiopoda,Diplostraca,Daphniidae,Arthropoda,141,False,False,2,2,0,0,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.006098402423596,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Marisa cornuarietis,,Gastropoda,Architaenioglossa,Ampullariidae,Mollusca,142,False,False,30,13,0,0,2,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0026479042977201,extended_greedy_order,
Aedes cantans,,Insecta,Diptera,Culicidae,Arthropoda,143,False,False,23,22,0,0,2,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0023530433674784,extended_greedy_order,
Macrobrachium hendersodayanus,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,144,False,False,4,4,3,3,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0052551175365962,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Palaemonetes varians,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,145,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0052660470189444,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lampsilis fasciola,,Bivalvia,Unionoida,Unionidae,Mollusca,146,False,False,18,7,2,1,2,12,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0052167648106864,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Culiseta annulata,,Insecta,Diptera,Culicidae,Arthropoda,147,False,False,21,21,0,0,1,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0026196684496458,extended_greedy_order,
Lecane quadridentata,,Monogononta,Ploima,Lecanidae,Rotifera,148,False,False,14,10,0,0,1,9,True,sparse_5_19,Limited (5-19 protective contexts),False,0.004699278192118,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Culex quinquefasciatus,,Insecta,Diptera,Culicidae,Arthropoda,149,False,False,117,65,1,1,3,16,True,strong_50_plus,Strong (50+ protective contexts),False,0.002328569546655,extended_greedy_order,
Caridina sp.,,Malacostraca,Decapoda,Atyidae,Arthropoda,150,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0052397552798072,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Simocephalus serrulatus,,Branchiopoda,Diplostraca,Daphniidae,Arthropoda,151,False,False,27,23,1,1,1,11,True,moderate_20_49,Moderate (20-49 protective contexts),False,0.0059497524741453,extended_greedy_order,
Caridina weberi,,Malacostraca,Decapoda,Atyidae,Arthropoda,152,False,False,1,1,1,1,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0036927084712456,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lepomis macrochirus,,Actinopterygii,Perciformes,Centrarchidae,Chordata,153,False,False,704,402,63,49,4,14,True,strong_50_plus,Strong (50+ protective contexts),True,0.0012549142516347,extended_greedy_order,
Anodonta imbecillis,,Bivalvia,Unionoida,Unionidae,Mollusca,154,False,False,13,13,0,0,2,34,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0157700093478742,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Macrobrachium kistnensis,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,155,False,False,8,8,3,3,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0051668337646369,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Hydra vulgaris,,Hydrozoa,Hydroida,Hydridae,Cnidaria,156,False,False,26,15,5,5,1,3,True,moderate_20_49,Moderate (20-49 protective contexts),False,0.002751481832447,extended_greedy_order,
Chironomus xanthus,,Insecta,Diptera,Chironomidae,Arthropoda,157,False,False,5,3,1,1,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0035644075724753,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Caridina indistincta,,Malacostraca,Decapoda,Atyidae,Arthropoda,158,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0036637154978466,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Aedes aegypti,,Insecta,Diptera,Culicidae,Arthropoda,159,False,False,180,97,20,20,3,14,True,strong_50_plus,Strong (50+ protective contexts),False,0.001981851512859,extended_greedy_order,
Chironomus sp.,,Insecta,Diptera,Chironomidae,Arthropoda,160,False,False,32,24,1,1,1,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0022447254153783,extended_greedy_order,
Palaemonetes paludosus,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,161,False,False,5,2,0,0,1,13,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0064889167585936,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Moina micrura,,Branchiopoda,Cladocera,Moinidae,Arthropoda,162,False,False,20,11,2,1,2,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0025641154065634,extended_greedy_order,
Cottus bairdi,,Actinopterygii,Scorpaeniformes,Cottidae,Chordata,163,False,False,33,8,0,0,2,23,True,moderate_20_49,Moderate (20-49 protective contexts),False,0.0122472020188218,extended_greedy_order,
Cottus confusus,,Actinopterygii,Scorpaeniformes,Cottidae,Chordata,164,False,False,4,2,0,0,2,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0060513593612707,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Brachionus rubens,,Monogononta,Ploima,Brachionidae,Rotifera,165,False,False,20,12,0,0,1,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0036321256146255,extended_greedy_order,
Aedes taeniorhynchus,,Insecta,Diptera,Culicidae,Arthropoda,166,False,False,16,13,0,0,1,14,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0065405342099529,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Esox lucius,,Actinopterygii,Esociformes,Esocidae,Chordata,167,False,False,43,35,4,3,2,4,True,moderate_20_49,Moderate (20-49 protective contexts),False,0.0031568467418344,extended_greedy_order,
Perca flavescens,,Actinopterygii,Perciformes,Percidae,Chordata,168,False,False,76,68,3,3,2,14,True,strong_50_plus,Strong (50+ protective contexts),False,0.0041676297692663,extended_greedy_order,
Ictalurus punctatus,,Actinopterygii,Siluriformes,Ictaluridae,Chordata,169,False,False,349,237,15,12,4,21,True,strong_50_plus,Strong (50+ protective contexts),False,0.0019558932947517,extended_greedy_order,
Corixa punctata,,Insecta,Heteroptera,Corixidae,Arthropoda,170,False,False,18,16,1,1,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0035531307163173,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Chironomus stigmaterus,,Insecta,Diptera,Chironomidae,Arthropoda,171,False,False,1,1,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0051554605063585,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Physalaemus cuvieri,,Amphibia,Anura,Leptodactylidae,Chordata,172,False,False,19,11,2,2,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.002935962438236,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Ameiurus melas,,Actinopterygii,Siluriformes,Ictaluridae,Chordata,173,False,False,71,67,0,0,2,16,True,strong_50_plus,Strong (50+ protective contexts),False,0.0040313146056066,extended_greedy_order,
Macrobrachium dayanum,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,174,False,False,5,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0035363096455629,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Lecane lunaris,,Monogononta,Ploima,Lecanidae,Rotifera,175,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.005052075128879,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lecane closterocerca,,Monogononta,Ploima,Lecanidae,Rotifera,176,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0050514563445442,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lecane bulla,,Monogononta,Ploima,Lecanidae,Rotifera,177,False,False,1,1,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.005354489678298,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Myriophyllum spicatum,,Magnoliopsida,Haloragales,Haloragaceae,Magnoliophyta,178,False,False,16,15,6,6,2,1,True,sparse_5_19,Limited (5-19 protective contexts),False,0.002374266724057,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Chironomus piger,,Insecta,Diptera,Chironomidae,Arthropoda,179,False,False,4,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0048293748044698,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chironomus maddeni,,Insecta,Diptera,Chironomidae,Arthropoda,180,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0048176299081335,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chironomus luridus,,Insecta,Diptera,Chironomidae,Arthropoda,181,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0048161416513844,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Puntius sophore,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,182,False,False,29,15,6,5,2,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0024912233831966,extended_greedy_order,
Hydra americana,,Hydrozoa,Hydroida,Hydridae,Cnidaria,183,False,False,2,2,0,0,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0059210294963676,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chironomus ramosus,,Insecta,Diptera,Chironomidae,Arthropoda,184,False,False,3,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0048062039714642,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pimephales promelas,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,185,False,False,899,375,76,59,5,12,True,strong_50_plus,Strong (50+ protective contexts),True,0.0011844010465173,extended_greedy_order,
